model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,success,navigation_error,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity,official_pedestrian_count,effective_pedestrian_count
ticvla,dynanav_full85_noped_20260828,dynanav_040,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,40,True,1.491726185,0.916390690105708,14.978943714036436,31.32,38,0,1.2132822477650065,0,0,1.0291555049744519,1.0369102358818054,1.0697804987430573,1.0929049253463745,1.028278417207978,0.0008770831760061396,20.04570124044171,19.73474960225791,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_041,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight down the hallway, turn left at the end, then continue forward to enter the office room. Move inside and stop in front of the desk on the right.",666,0,False,4.754007196,0.0,12.127975374480943,95.2,9,0,0.09453781512605042,19,19,1.0434428712024408,1.0434622168540955,1.084360659122467,1.1198757886886597,1.0425982589230818,0.0008446132192415569,20.01046075649264,19.68508314021505,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_042,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight down the hallway, turn left at the end, then continue forward to enter the office room. Move inside and stop in front of the desk on the right.",666,10,False,4.598369732,0.0,12.372459702807738,105.06,4,0,0.03807348181991243,6,5,1.0391277256390907,1.0410501956939697,1.0723916888237,1.1077144145965576,1.0382626680348883,0.0008650641057282587,20.00912080293586,19.497618121964226,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_043,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight down the hallway, turn left at the end, then continue forward to enter the office room. Move inside and stop in front of the desk on the right.",666,20,False,4.479766652,0.0,12.600011792506285,115.119999999,4,0,0.03474635163338036,18,17,1.0428543885548909,1.0429853796958923,1.0814034461975097,1.1090569496154785,1.042036614668222,0.000817770817472289,20.00878948157417,19.18862879364537,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_044,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight down the hallway, turn left at the end, then continue forward to enter the office room. Move inside and stop in front of the desk on the right.",666,30,False,4.723897007,0.0,12.3221076558452,125.059999999,7,0,0.05597313289665739,18,17,1.0415577052691796,1.0423858165740967,1.0721006393432617,1.0997627973556519,1.0407235862156532,0.0008341124601266737,20.00813727234083,19.17006427101987,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_045,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight down the hallway, turn left at the end, then continue forward to enter the office room. Move inside and stop in front of the desk on the right.",666,40,False,4.424707358,0.0,12.71500741723334,135.039999999,7,0,0.05183649289137912,19,18,1.0380575950281608,1.036302924156189,1.085911250114441,1.113789677619934,1.0372313585306079,0.0008262352990179559,20.01041045454488,19.32030360187744,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_046,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead, passing through the hallway behind the black glass doors, and then enter the office desk area and stop at the white desk with the plant on it, located on the right side of the wall at the end.",666,0,True,1.496206846,1.0,35.55973975323678,40.999999999,15,0,0.3658536585455086,0,0,1.0562204821356411,1.0580053925514221,1.0835245668888092,1.0900824069976807,1.0553775532492276,0.0008429239367552359,20.040898683064352,19.667949528937115,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_047,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead, passing through the hallway behind the black glass doors, and then enter the office desk area and stop at the white desk with the plant on it, located on the right side of the wall at the end.",666,10,True,1.492605857,1.0,35.551963613110836,44.639999999000004,0,0,0.0,0,0,1.0490906929212904,1.052703857421875,1.0869219303131104,1.1181488037109375,1.048252228706602,0.0008384586359921193,20.029071249534507,19.649890032407583,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_048,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead, passing through the hallway behind the black glass doors, and then enter the office desk area and stop at the white desk with the plant on it, located on the right side of the wall at the end.",666,20,True,1.496779814,1.0,35.43417643104656,42.24,0,0,0.0,0,0,1.0566738466421763,1.0542312264442444,1.0871841609477997,1.1134979724884033,1.0558477203051249,0.0008261200603252898,20.040046036847368,19.25673436723206,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_049,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead, passing through the hallway behind the black glass doors, and then enter the office desk area and stop at the white desk with the plant on it, located on the right side of the wall at the end.",666,30,True,1.48486403,1.0,35.35340317104858,42.399999999,0,0,0.0,0,0,1.054214733839035,1.050784707069397,1.0920669496059416,1.1282511949539185,1.0533387144406636,0.0008760157409900179,20.02475159726687,19.570355549271934,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_050,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead, passing through the hallway behind the black glass doors, and then enter the office desk area and stop at the white desk with the plant on it, located on the right side of the wall at the end.",666,40,True,1.495788472,1.0,35.598660619634856,41.72,12,0,0.28763183125599234,0,0,1.0528448849916459,1.0520607829093933,1.085105401277542,1.0990794897079468,1.0520147462685903,0.0008301452151499688,20.027894649743484,19.36412100379237,False,,
ticvla,dynanav_full85_noped_20260828,simple_forward_3m_standard,hospital,trajectory_normalized,rgb_only,debug,120.0,"[""rgb"",""instruction""]","{""sensors"":[""rgb""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move straight forward for 3 meters, then stop.",1,0,False,2.192881926,0.0,3.0953536360678493,27.4,136,0,4.963503649635037,3,2,1.1954977673999334,1.1941394805908203,1.2511943221092223,1.2786591053009033,1.1944295450792475,0.0010682201699622103,40.06198593605391,22.294052217952352,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_051,outdoor,trajectory_normalized,rgb_only,debug,120.0,"[""rgb"",""instruction""]","{""sensors"":[""rgb""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight until reach the black and white striped umbrellas.,666,0,False,45.73479348,0.0,6.11180336509681,8.719999998999999,70,0,8.027522936700406,0,0,1.1671353560085445,1.094937801361084,1.4880165338516236,2.7160887718200684,1.1661451897879904,0.0009901674650248517,22.232839734767314,16.812605121785225,False,200,0
ticvla,dynanav_full85_noped_20260828,dynanav_061,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Proceed to the traffic cones at the entrance of Aisle 05 (the second aisle from the right).,666,0,False,18.161538426,0.0,39.59814814441116,44.819999999000004,6,0,0.13386880857059055,0,0,1.2028044863887455,1.196766436100006,1.253119742870331,1.662946105003357,1.2018520469250886,0.0009524276626863233,20.018625590029473,18.589272023026496,False,0,0
ticvla,dynanav_full85_noped_20260828,dynanav_062,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Proceed to the yellow forklift at the entrance of Aisle 06 (the first aisle from the right).,666,0,False,14.117927726,0.0,45.351652776613975,50.480000000000004,4,0,0.07923930269413629,0,0,1.205373669570347,1.2012420296669006,1.2573533058166504,1.3799502849578857,1.204401141067721,0.0009725309989661119,20.013894870259048,19.10165744675936,False,10,0
ticvla,dynanav_full85_noped_20260828,dynanav_063,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Proceed to the yellow forklift at the entrance of Aisle 06 (the first aisle from the right).,666,0,False,17.080230985,0.0,33.95201456199669,55.379999999,205,0,3.7016973637360366,1,1,1.2063714185682666,1.2016476392745972,1.2566547513008117,1.2910655736923218,1.2053728063567346,0.000998611402494379,20.014751826785993,18.933707357500296,False,20,0
ticvla,dynanav_full85_noped_20260828,dynanav_064,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Proceed to the yellow forklift at the entrance of Aisle 06 (the first aisle from the right).,666,0,False,17.749532826,0.0,34.279911852763526,61.78,64,0,1.0359339592101002,2,1,1.2072062257564429,1.2076002955436707,1.2471283495426178,1.2581169605255127,1.2062247684507659,0.0009814538105715517,20.011594277296027,18.647532517240617,False,30,0
ticvla,dynanav_full85_noped_20260828,dynanav_065,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Proceed to the yellow forklift at the entrance of Aisle 06 (the first aisle from the right).,666,0,False,1.617790183,0.0,60.023240935531824,69.69999999900001,26,0,0.3730272596897134,0,0,1.2037881327002016,1.2052749395370483,1.2499264180660248,1.279752254486084,1.2027954083599457,0.0009927247277754423,20.01338797305787,19.007049675470743,False,40,0
ticvla,dynanav_full85_noped_20260828,dynanav_066,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight to leave the current aisle, then turn right to approach the fire extinguisher cabinet on the wall.",666,0,False,18.828783651,0.0,62.721485316215784,77.000000001,276,0,3.5844155843690335,0,0,1.1638100038166919,1.1648162603378296,1.2153055191040039,1.2402667999267578,1.162846040881537,0.0009639573943941227,20.013198059433662,19.08257320893353,False,0,0
ticvla,dynanav_full85_noped_20260828,dynanav_067,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight to leave the current aisle.  Turn right to approach the fire extinguisher cabinet on the wall.,666,0,False,2.06455663,0.0,75.7786035142603,84.199999999,38,0,0.45130641330702265,0,0,1.1628906123609428,1.1594594717025757,1.2079219222068787,1.2615708112716675,1.1619318687772175,0.0009587444750737982,20.0094301595892,18.25975112092821,False,10,0
ticvla,dynanav_full85_noped_20260828,dynanav_068,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight to leave the current aisle, then turn right to approach the fire extinguisher cabinet on the wall.",666,0,False,7.221890233,0.0,75.15295230060467,85.78,112,0,1.305665656330147,0,0,1.1849695657218635,1.1807588338851929,1.23668475151062,1.2915854454040527,1.183974361286483,0.0009952053270307916,20.009098357515697,18.246394517913778,False,20,0
ticvla,dynanav_full85_noped_20260828,dynanav_069,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight to leave the current aisle, then turn right to approach the fire extinguisher cabinet on the wall.",666,0,False,16.781235323,0.0,6.157028719303608,88.64,69,0,0.7784296028880866,5,4,1.192927938575546,1.1897665858268738,1.253408855199814,1.296525239944458,1.1918840526292722,0.0010438806384627242,20.007831867775877,18.636929289324648,False,30,0
ticvla,dynanav_full85_noped_20260828,dynanav_070,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight to leave the current aisle, then turn right to approach the fire extinguisher cabinet on the wall.",666,0,False,21.721776561,0.0,25.925197556319308,95.97999999999999,926,0,9.647843300687644,1,1,1.1891136227302181,1.1854623556137085,1.2447044551372528,1.3270601034164429,1.1881134099173314,0.0010002154429687314,20.006934862072388,18.79210691459264,False,40,0
ticvla,dynanav_full85_noped_20260828,dynanav_071,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Enter Aisle 01, the leftmost aisle, and continue to the end.",666,0,True,1.491587699,0.886747481511001,37.039422314629,42.679999999,203,0,4.756326148190166,0,0,1.211219342806006,1.207249402999878,1.2668664932250975,1.314902424812317,1.210219293512324,0.001000046169245115,20.02569706401399,19.39743724211162,False,0,0
ticvla,dynanav_full85_noped_20260828,dynanav_072,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Enter Aisle 01, the leftmost aisle, and continue to the end.",666,0,False,16.167432154,0.0,51.278998278076934,60.76,142,0,2.337063857801185,0,0,1.1886540263418168,1.1899664998054504,1.2435184717178345,1.2624330520629883,1.1876938040294345,0.0009602276989007516,20.012060727235447,17.803584288820357,False,10,0
ticvla,dynanav_full85_noped_20260828,dynanav_073,warehouse,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Enter Aisle 01, the leftmost aisle, and continue to the end.",666,0,False,18.185010959,0.0,50.05663515478787,67.059999999,433,0,6.456904264933745,0,0,1.1886799395513192,1.1813851594924927,1.2491238713264465,1.2836155891418457,1.1877069541876264,0.0009729845077469409,20.012258400232515,18.917043163654363,False,20,0
